IDLink,Title,Headline,Source,PublishDate,SentimentTitle,SentimentHeadline,Facebook,GooglePlus,LinkedIn,Year,Month,DayOfWeek,Hour
46541,This Microsoft legend says the the company is making bigger bets ...,"But research wasn't always this central to Microsoft """""" in fact, there used to be a &quot;barrier&quot; between the more academia-like Microsoft Research and the rest of the",Business Insider,2016-05-01 19:44:22,0.0,-0.011410886614691003,21,6,111,2016,5,6,19
46604,"Microsoft locks down Cortana: Blocks integration with other browsers, search engines","Microsoft is tightening control over Cortana. Only its Microsoft Edge browser and Bing search engine will work with searches initiated through Windows 10’s digital assistant, the company said Thursday. ",MIS Asia,2016-05-01 19:46:00,-0.0159392716013766,0.082047679802187,71,0,0,2016,5,6,19
46550,Microsoft: 4 Reasons To Sell The Stock,"Microsoft Corp. is a giant that has fought against very strong competitors for a long time. As any company in like situation, it has had its negative",Seeking Alpha,2016-05-01 21:23:23,0.114819831692961,0.0178417270687071,2,0,7,2016,5,6,21
46634,Microsoft declares Cortana search box as Bing- and Edge-only turf,"Microsoft on Thursday began blocking rival browsers and search providers from using Windows 10's Cortana search box, the operating system's prime search real estate. ",MIS Asia,2016-05-01 23:31:00,0.11306675421666099,0.273016044247709,83,0,0,2016,5,6,23
46599,Xbox One Backward Compatibility: Two new games go live following ...,"They weren't the only classic announced by Microsoft, Double Dragon Neon &amp; Ghostbusters: Sanctum of Slime also made the list, completing a",Express.co.uk,2016-05-01 23:40:23,0.169094013772893,-0.050339058028408,6,0,0,2016,5,6,23
46576,"Microsoft cloud services gain turf, aims for 40% market share",NEW DELHI: Microsoft has seen higher rate of adoption of cloud services in the country after setting up local infrastructure and is now aiming,Economic Times,2016-05-01 23:43:20,-0.025173611111110997,-0.0494363164233582,9,2,19,2016,5,6,23
46591,Microsoft PowerApps beta lets workers build their own apps without ...,Employees that need access to certain business data on the go can now build their own app for it using a tool from Microsoft that went into,Computerworld,2016-05-02 00:20:19,0.0,0.0352825164504771,35,7,35,2016,5,0,0
46613,Microsoft Lumia 650 landing May 23 for just AU$299,Microsoft lower-end Lumia 650 is now available for pre-order in Australia before arriving in retail on May 23. The phone will cost AU$299 and,CNET,2016-05-02 04:54:21,-0.0196856496358972,0.10206207261596599,0,0,0,2016,5,0,4
46700,New data suggests Windows 10 adoption is slowing,"When Microsoft launched Windows 10 last year, the company made no bones about its intention for the OS to replace all previous versions. It only took a few months for the release to speed past 120 million installs — but it seems that adoption has slowed since then. New data released by NetMarketShare suggests that Windows 10 is struggling to keep pace as it continues to expand its user base. As ",Digital Trends via Yahoo! News,2016-05-02 05:43:00,-0.0551198189805122,-0.30792638770222897,0,0,0,2016,5,0,5
46712,New data suggests Windows 10 adoption is slowing,"When Microsoft launched Windows 10 last year, the company made no bones about its intention for the OS to replace all previous versions. It only took a few months for the release to speed past 120 million installs — but it seems that adoption has slowed since then. New data released by NetMarketShare suggests that Windows 10 is struggling to keep pace as it continues to expand its user base. As ",Digital Trends via Yahoo! Sports,2016-05-02 05:43:00,-0.0551198189805122,-0.30792638770222897,0,0,0,2016,5,0,5
46749,Microsoft to begin SHA-1 crypto shutoff with Windows 10's summer upgrade,"Microsoft outlined the timetable it will use to drop browser support for sites that secure traffic with SHA-1 certificates, part of an Internet-wide plan to rid the Internet of the weaker encryption. ",Computer World Australia,2016-05-02 08:17:00,0.0198494968513694,-0.0803900286184299,69,0,0,2016,5,0,8
46739,Microsoft to begin SHA-1 crypto shutoff with Windows 10's summer upgrade,"Microsoft outlined the timetable it will use to drop browser support for sites that secure traffic with SHA-1 certificates, part of an Internet-wide plan to rid the Internet of the weaker encryption. ",CIO,2016-05-02 08:19:00,0.0198494968513694,-0.0803900286184299,69,0,0,2016,5,0,8
46648,Microsoft looking to grab 40% of cloud computing market: Report,"Microsoft looking to grab 40% of cloud computing market: Report Microsoft's best-known play in the cloud is Azure, a set of services for",Firstpost,2016-05-02 08:43:21,-0.0668402777777777,-0.152384457550831,5,4,28,2016,5,0,8
46652,Microsoft Unveils IFTTT-Like Tool Called Flow,Microsoft has made an IFTTT-like tool named Flow that would connect several services together and allow users to create workflows.,NDTV,2016-05-02 09:38:21,-0.0472455591261534,0.027277236279499,8,2,9,2016,5,0,9
46662,Microsoft will only allow Bing in Cortana searches,Microsoft has announced that its intelligent personal assistant Cortana will work only with its own Edge browser and Bing on Windows 10.,Times of India,2016-05-02 10:40:21,-0.0491046375823992,0.000492505655046485,5,1,0,2016,5,0,10
46663,Microsoft Might Add 'Double-Tap-To-Wake' Option In Lumia 950 ...,"The Microsoft logo hangs from a window during the grand opening of Microsoft's first retail store in Scottsdale, Arizona October 22, 2009.",International Business Times,2016-05-02 11:04:21,0.19764235376052397,0.0419262745781211,0,0,0,2016,5,0,11
46675,Microsoft looking to seize 40 percent of cloud computing market ...,"Microsoft looking to seize 40 percent of cloud computing market: Report Microsoft's best-known play in the cloud is Azure, a set of services for",Firstpost,2016-05-02 11:46:21,-0.0668402777777777,-0.149176004377715,8,0,10,2016,5,0,11
46720,New Microsoft beta lets workers build their own apps without coding,Employees that need access to certain business data on the go can now build their own app for it using a tool from Microsoft that went into,InfoWorld,2016-05-02 12:00:21,-0.0439704044175904,0.0352825164504771,10,1,19,2016,5,0,12
46815,Apple Inc. (AAPL) vs. Microsoft Corporation (MSFT): Which Is the Better Buy?,Apple Inc. (AAPL) vs. Microsoft Corporation (MSFT): Which Is the Better Buy? ,Nasdaq,2016-05-02 12:51:00,0.0,0.124390917372279,6,2,0,2016,5,0,12
46686,Microsoft Desktop App Installer now available in the Windows Store,"Recently, Microsoft released the Desktop App Converter (aka Project Centennial) for Windows 10. With the Desktop App Converter, developers",MSPoweruser.com,2016-05-02 12:59:22,0.15811388300841903,0.0,19,4,5,2016,5,0,12
46814,Microsoft quietly sold its stake in Caradigm health venture with GE,"Microsoft has sold its stake in Caradigm, a joint healthcare venture it had formed with GE Healthcare in 2011, for an undisclosed amount. ",ZDNet,2016-05-02 13:06:00,0.201007563051843,0.0133250447722257,13,2,65,2016,5,0,13
46717,"Forget 3D Touch, Microsoft is working on Pre-Touch sensitive displays","Where Apple's 3D Touch forces you to press down hard on your smartphone screen to access related features, Microsoft's experimental",Phone Arena,2016-05-02 13:49:27,-0.10018970720865301,-0.10935254984990599,19,8,1,2016,5,0,13
46697,"Microsoft Surface Pro 5: Rumours, UK Release Date, Specs, and more","Microsoft is expected to debut a 4K Ultra High Definition display on the next-generation Surface Pro tablet """""" that's a resolution with at least",Express.co.uk,2016-05-02 13:59:22,0.126820510329669,-0.156920436647047,6,0,1,2016,5,0,13
46705,Microsoft SQL Server 2016 finally gets a release date,"Database fans, start your clocks: Microsoft announced Monday that its new version of SQL Server will be out of beta and ready for commercial",PCWorld,2016-05-02 14:00:22,-0.0349870542774594,-0.182861213436939,17,4,29,2016,5,0,14
46704,Microsoft's next version of SQL Server will launch June 1,"The next version of SQL Server, Microsoft's flagship database product, will launch on June 1, the company announced today. The release",TechCrunch,2016-05-02 14:01:21,0.0,0.0757002179882741,165,28,357,2016,5,0,14
46718,Microsoft now internally testing Windows 10 cumulative update ...,"As Microsoft continues work on the upcoming Windows 10 Anniversary Update, a smaller team within the company is focused on providing bug",WinBeta,2016-05-02 14:07:27,0.0944911182523068,-0.0505765422682378,8,3,0,2016,5,0,14
46722,Talari Networks Unlocks Microsoft Route to Market with Extended ...,"&quot;Our work with Microsoft, Amazon and VMware as delivery options for the VT800 are the latest milestones on our journey to bring a",PR Newswire (press release),2016-05-02 14:09:23,0.0,-0.13661433678282903,0,0,18,2016,5,0,14
46721,"Facebook, Microsoft Capital Spending Good For Data Center REITs","In their Q1 earnings reports, Apple (AAPL), Microsoft (MSFT) and other big Internet companies have signaled continued strong spending on cloud infrastructure",Investor's Business Daily,2016-05-02 14:29:22,0.138020833333333,-0.0238740385502375,3,1,36,2016,5,0,14
46719,Google Chrome beats Microsoft's Internet Explorer as the top browser,"The folks at NetMarketShare have released the latest numbers for the month of April 2016, and there's some bad news for Microsoft when it",WinBeta,2016-05-02 14:37:27,-0.15811388300841903,-0.0368712350367081,5,2,4,2016,5,0,14
46733,Microsoft to begin SHA-1 crypto shutoff with Windows 10's summer ...,"Microsoft last week outlined the timetable it will use to drop browser support for sites that secure traffic with SHA-1 certificates, part of an",Computerworld,2016-05-02 15:04:21,0.0,-0.149549286958116,69,18,71,2016,5,0,15
46841,Satya Nadella on lessons from the new Microsoft: 'The wave you caught that made you successful will come to an end',"Microsoft CEO Satya Nadella says that no matter how successful a company, eventually the ",Business Insider via Yahoo! Finance,2016-05-02 15:22:00,0.159117211630411,0.0,2,1,5,2016,5,0,15
46731,Arrow Electronics Accelerates Hybrid Cloud Growth through ...,"CENTENNIAL, Colo.--(BUSINESS WIRE)--Arrow Electronics, Inc. (NYSE: ARW) today announced its participation in the Microsoft Cloud",Business Wire (press release),2016-05-02 15:31:24,-0.17028086935051098,-0.0183164925157646,5,0,23,2016,5,0,15
46800,Windows 10 growth stalls in April,"Microsoft's current OS grabbed a 14.35 percent slice of all Web traffic in April, according to Web tracker Net Market Share. That number showed",CNET,2016-05-02 16:40:23,-0.22360679774997896,0.0521286035142687,33,4,3,2016,5,0,16
46753,"Microsoft turns on Minecraft.net 2.0, readys Minecraft.net 3.0","Microsoft owned Mojang gave their Minecraft.net site a facelift today, moving the website up to what Mojang calls Minecraft.net version 2.0.",WinBeta,2016-05-02 16:48:33,0.0441941738241592,0.0133250447722257,8,3,0,2016,5,0,16
46751,Veritas has joined the Microsoft Enterprise Cloud Alliance,"The provider of popular enterprise-class data protection tools Veritas Technologies has just joined the Microsoft Enterprise Cloud Alliance,",WinBeta,2016-05-02 16:57:33,0.06168770096288901,0.0256897826990473,1,1,6,2016,5,0,16
46764,Microsoft nearing 40% market share for cloud services in India after ...,"According to a new report from The Economic Times, Microsoft is nearing a 40% market share for cloud services in India after setting up local",WinBeta,2016-05-02 17:00:22,-0.0238817844127298,0.00159471988462466,3,3,3,2016,5,0,17
46758,Epic sold Gears of War franchise to Microsoft because it was getting ...,"Epic sold the Gears of War franchise to Microsoft for an undisclosed amount in 2014. Microsoft released Gears of War: Ultimate Edition,",Windows Central,2016-05-02 17:11:23,-0.0721687836487032,-0.19094065395649304,9,3,0,2016,5,0,17
46757,"Apple's 3D Touch is so last year, Microsoft is working on something ...","Apple introduced 3D Touch last year, which was a game changer for sure, but Microsoft Research is cooking up something you need to check",Digital Trends,2016-05-02 17:14:22,-0.0658540150794416,-0.135870134170004,43,9,71,2016,5,0,17
46923,Microsoft's own Win32 apps begin showing up in the Windows Store,"Microsoft has begun using Project Centennial to add some of its Win32 apps to the Windows Store. First spotted by Twitter user WalkingCat,",Neowin,2016-05-02 17:20:21,0.106785267871291,0.22806264037492602,29,4,8,2016,5,0,17
46773,Oculus Rift coming to the Microsoft Store and Amazon on May 6th,"Later this week, Oculus will be launching the Rift on the Microsoft Store and Amazon online. You will not be able to buy the device at a physical",MSPoweruser.com,2016-05-02 17:20:23,0.117274273429143,-0.0413398642353842,6,0,0,2016,5,0,17
46771,Here's some of our most anticipated Microsoft E3 2016 gaming ...,"For many, E3 is the crown jewel in the yearly video game calendar. Microsoft will unveil the latest and greatest Xbox One games and features,",Windows Central,2016-05-02 17:45:22,0.29166666666666696,0.0625,23,1,0,2016,5,0,17
46780,"Microsoft Is Testing Key Support, To Buy or Not To Buy Is the Question","Microsoft (MSFT) had a good rally in the fourth quarter of 2015, but unfortunately it has not been able to build on those gains over the past five",TheStreet.com,2016-05-02 17:47:23,-0.29510095461163505,-0.23905909583632898,1,1,92,2016,5,0,17
46907,Microsoft's CEO explains why his company sued the US government,Microsoft CEO Satya Nadella explained in an interview that Microsoft is fighting what it sees as government overreach in the realm of digital privacy because he thinks that the U.S. can be a beacon to other countries. ,CIO,2016-05-02 17:50:00,0.0,0.0202776776413453,0,0,0,2016,5,0,17
46887,Microsoft Flow allows apps to all work together,"Microsoft has tried in the past to make apps communicate, like with Object Linking and Embedding (OLE) in the 1990s. It worked, but in a",Network World,2016-05-02 18:00:21,0.16112459206724697,0.0024166666666666,3,0,20,2016,5,0,18
46783,Microsoft experiences higher rate of adoption of its cloud services in ...,"Speaking to Economic Times, Bhaskar Pramanik, chairman of Microsoft said that they have seen higher rate of adoption of cloud services in",MSPoweruser.com,2016-05-02 18:00:22,-0.135837142218628,-0.0227636181525521,5,0,20,2016,5,0,18
46784,Arrow Electronics Speed Up Hybrid Cloud Growth With Microsoft's ...,"The company indicated it would its grow its sales of Microsoft cloud with the As a Microsoft Cloud Solution Provider Program partner, Arrow is",Benzinga,2016-05-02 18:00:22,-0.157118055555555,-0.13289332371870502,0,0,2,2016,5,0,18
46951,"Microsoft not done reinventing itself, Nadella tells local leaders","The Microsoft chief executive discusses Microsoft culture, the impact of artificial intelligence, the importance of education and other matters at an industry gathering. ",Seattle Times,2016-05-02 18:19:00,-0.208333333333333,0.10425720702853698,0,0,56,2016,5,0,18
46908,Microsoft to begin SHA-1 crypto shutoff with Windows 10's summer upgrade,"Microsoft last week outlined the timetable it will use to drop browser support for sites that secure traffic with SHA-1 certificates, part of an Internet-wide plan to rid the Internet of the weaker encryption. ",MIS Asia,2016-05-02 19:48:00,0.0198494968513694,-0.12383857482480301,73,0,0,2016,5,0,19
46846,"Restaurant booked, flowers ordered ... Microsoft has a hot date for ...",Microsoft has announced that SQL Server 2016 for Windows will go into general availability on June 1 and is positioning it against Oracle on,The Register,2016-05-02 20:00:20,-0.0115291373026971,0.119925402950031,10,4,59,2016,5,0,20
46848,"Talari SD-WAN Technology Now Supports Microsoft Azure, Hyper-V","The company's virtual appliances already worked with VMware and AWS, but now will also support Microsoft's cloud and virtualization",eWeek,2016-05-02 20:00:21,0.0395284707521047,-0.10335656760314399,5,0,16,2016,5,0,20
46810,Live Video: Microsoft CEO Satya Nadella at the Tech Alliance in ...,Microsoft CEO Satya Nadella will take the stage shortly at the Technology Alliance's annual State of Technology luncheon in downtown Seattle.,GeekWire,2016-05-02 20:39:35,0.073284007362651,0.0154571005583827,13,3,17,2016,5,0,20
46813,Microsoft will promote ID@Xbox games during May with special ...,"Microsoft has announced that, starting May 3, it will launch the ID@Xbox Game Fest. The month-long celebration is supposed to put a bigger",Windows Central,2016-05-02 20:58:24,0.0,-0.0637887953849786,8,1,0,2016,5,0,20
46832,Apple Inc. (AAPL) vs. Microsoft Corporation (MSFT): Which Is the ...,"Apple Inc. ( AAPL ) vs. Microsoft Corporation ( MSFT ). Just a few years ago, that would hardly have seemed like a contest. Microsoft was a",Nasdaq,2016-05-02 21:00:21,0.0,-0.0204170363764219,6,2,0,2016,5,0,21
46828,Tech Moves: Former Microsoft exec to advise Wash. governor on ...,"Before that, he was responsible for cloud partner ecosystem at Microsoft, developing many business-to-business relationships for the company.",GeekWire,2016-05-02 21:40:23,0.0494105884401309,-0.0168869717050765,13,3,89,2016,5,0,21
46906,Microsoft to launch SQL Server 2016 on June 1,One year after Microsoft released its first public prev […] ,SiliconANGLE,2016-05-02 22:01:00,0.0472455591261534,0.11458333333333301,3,0,47,2016,5,0,22
46833,Microsoft now taking developer submissions for upcoming Bot ...,"During Build 2016, Microsoft announced its intent to build a repository for third-party chat bots made using its open source Bot Framework, and",Windows Central,2016-05-02 22:03:21,0.26516504294495497,-0.0796409220356882,14,10,9,2016,5,0,22
46827,You can finally block website ads on Microsoft Edge with this new ...,"AdBlock is (kind of) here for Microsoft Edge. Meet CatBlock, a new extension for Microsoft Edge which allows users to hide advertisements on",MSPoweruser.com,2016-05-02 22:08:20,-0.14133053464537698,0.0231682682285638,16,1,1,2016,5,0,22
46831,Microsoft Surface Phone is expected in 2017,"Microsoft's rumored Surface Phone, the replacement for its disastrous Windows Phone line, is rumored to be one year away. The April 2017",Network World,2016-05-02 22:16:20,0.10206207261596599,-0.279591671864865,14,0,12,2016,5,0,22
46840,"Microsoft HoloLens - Here are the full processor, storage and RAM ...","When it comes to Microsoft's HoloLens, there is a lot of magic, creativity, and science involved in the first wearable holographic computer.",Windows Central,2016-05-02 23:15:22,0.0395284707521047,0.233188283513949,70,8,46,2016,5,0,23
46836,Can Microsoft Follow Amazon's Cloud Trajectory?,"A rosy research note helped boost Microsoft shares Monday morning, signaling what bulls hope will be a resurgence in the stock which, over",Fortune,2016-05-02 23:16:21,0.0,0.14045762613566798,22,12,97,2016,5,0,23
46839,Microsoft Azure stops charging data egress fees for some education ...,"Microsoft today announced a new perk for some education customers of its Azure public cloud: Starting this month, they won't have to pay the",VentureBeat,2016-05-02 23:19:21,0.0790569415042095,-0.0579414891413554,9,2,14,2016,5,0,23
46855,Satya Nadella on lessons from the new Microsoft: 'The wave you ...,"Microsoft CEO Satya Nadella says that no matter how successful a company, eventually the world will move on """""" and the real measure of",Business Insider,2016-05-02 23:22:20,-0.006281486345369979,-0.101650776852824,34,2,213,2016,5,0,23
46847,Microsoft looking for developer submissions for its Bot Directory,A tipster over at Windows Central informs the site that Microsoft is now accepting submissions to fill out its Bot Directory. At Microsoft's Build,WinBeta,2016-05-02 23:23:20,0.0416666666666667,0.0701676749234765,2,1,2,2016,5,0,23
47307,Microsoft acquires IoT software vendor Solair,"Microsoft plans to integrate Solair's technology into the Microsoft Azure IoT Suite, according to a May 3 Microsoft blog post announcing the",ZDNet,2016-05-03 00:00:00,0.0,-0.0545544725589981,37,14,35,2016,5,1,0
46868,The Dangers Of Microsoft's Innovative Mobile Interface,"Over the weekend, a video from Microsoft's Research Department demonstrated a new approach to a smartphone's interface. You already have",Forbes,2016-05-03 01:01:31,0.0472455591261534,-0.27019154728122496,37,15,29,2016,5,1,1
46870,Microsoft's CEO explains why his company sued the US government,"Microsoft surprised the world last month when it filed a lawsuit against the U.S. Department of Justice, alleging that the frequent practice of",PCWorld,2016-05-03 01:26:32,0.0,-0.106314658974964,17,1,3,2016,5,1,1
46939,Microsoft PowerApps public preview available now,"Microsoft has just made a public preview of its PowerApps service available, which will include support for its Flow data-sharing tool. A limited preview of this new service -- aimed at allowing business users to create their own custom business applications -- was released by the company five months ago. Now Microsoft has decided it is time to launch a public preview of Power Apps which has ",BetaNews,2016-05-03 02:24:00,0.20412414523193198,-0.0474415121482844,1,1,2,2016,5,1,2
46915,Microsoft Band an official partner of Tough Mudder...just don't wear it ...,Tough Mudder is the infamous 20 kilometre obstacle course that's encouraged more than two million people around to world to plant their face,CNET,2016-05-03 04:00:21,0.110508449962077,-0.15490364547712301,0,0,1,2016,5,1,4
46896,"Microsoft Monday: Windows 10 Nagware Stops Reporter, Iron Man ...","""""""Microsoft Monday"""""" takes a look back at the past week of news related to Microsoft. This week, """"""Microsoft Monday"""""" includes details about",Forbes,2016-05-03 04:41:22,0.0,0.177667263629675,30,2,19,2016,5,1,4
46958,Microsoft's CEO explains why his company sued the U.S. government,"Microsoft surprised the world last month when it filed a lawsuit against the U.S. Department of Justice, alleging that the frequent practice of attaching gag orders to search warrants for customer data violates the U.S. Constitution. On Monday, CEO Satya Nadella told a group of tech luminaries why the company did so: Microsoft has a strong view on its privacy promises to users, and the company ",PC World,2016-05-03 04:59:00,0.0,-0.0341065722707343,35,5,10,2016,5,1,4
47070,Microsoft Unveils Cheaper Azure Cool Blob Storage Option,"Now Microsoft is offering its Azure Blob Storage customers a similar option for their cloud-based object data, called Cool Blob Storage.",eWeek,2016-05-03 05:00:25,0.0883883476483184,0.0,6,0,37,2016,5,1,5
46910,Microsoft expands bug bounty program,Microsoft has expanded its bug bounty program to include the Nano Server installation option of Windows Server 2016 Technical Preview 5.,ZDNet,2016-05-03 06:37:21,-0.0838525491562421,-0.0430154501007303,18,4,55,2016,5,1,6
46912,Microsoft wants devs to take notes on their families,Microsoft has GitHubbed a framework that could finally make an Internet-connected refrigerator useful: an application for family members to,The Register,2016-05-03 07:23:20,0.0416666666666667,0.0865544646290543,6,2,2,2016,5,1,7
46924,Microsoft has again cut $75 off the Band 2 - for the third time in six ...,"In late March, Microsoft slashed the price of the Band 2 in the US by $75 (30%), reducing it to $174.99 in a deal that ended on March 26.",Neowin,2016-05-03 07:40:22,0.0576908643707318,-0.15947198846244698,6,0,1,2016,5,1,7
46928,Microsoft Lumia 650 Coming To Australia For AU$299 On May 23,Microsoft today revealed details about the launch of Lumia 650 in Australia. The device is now available for pre-order and it will be shipping on,MSPoweruser.com,2016-05-03 08:34:22,0.09375,0.2,4,0,0,2016,5,1,8
47018,Microsoft Windows Defender 4.9,"If you have Windows 8 or Windows 10, Microsoft's Windows Defender is ready and waiting to protect you against malware. However, our tests show that you're better off with a free add-on antivirus solution. ",PC Magazine,2016-05-03 09:07:00,0.0,0.0358128510950525,175,19,27,2016,5,1,9
46934,Here are the full specs of the Microsoft Hololens,"Microsoft's Hololens is a Windows 10 PC one wears on your head, which has allowed the WC to run a PC utility AIDA64 Mobile to find out the",MSPoweruser.com,2016-05-03 09:32:23,0.125,-0.39973487387642803,12,1,2,2016,5,1,9
47037,Microsoft buys a tiny Italian startup to boost one of its biggest bets,Microsoft has purchased tiny Italian startup Solair to boost its credibility in the fast-growing ,Business Insider via Yahoo! Finance,2016-05-03 10:48:00,0.0,0.0645497224367903,0,0,0,2016,5,1,10
47022,Microsoft wants you to stop touching your phone so much,The folks at Microsoft Research are working on a new way for you to interact with your smartphone that involves a lot less touching than usual.,The Next Web,2016-05-03 11:40:21,-0.0953953760817461,0.00817150563075773,83,12,171,2016,5,1,11
47087,Microsoft's CEO explains why his company sued the U.S. government,Microsoft's CEO explains why his company sued the U.S. government Satya Nadella speaks at Microsoft's Build developer conference in San,InfoWorld,2016-05-03 13:00:21,0.0,0.0,6,0,1,2016,5,1,13
46974,6 Must-Read Quotes from Microsoft's Earnings Call,"Microsoft (NASDAQ:MSFT) shares fell more than 7% last month, following the release of the company's fiscal third-quarter earnings report.",Motley Fool,2016-05-03 13:00:22,0.0521669715351276,-0.0892097953523352,3,1,13,2016,5,1,13
46986,Microsoft Band 2 gets discounted to just $174.99,"Microsoft has once again slashed the price of the Band 2, bringing the cost of the company's wearable down to just $174.99. Should you be on",Windows Central,2016-05-03 14:23:24,0.02976810451299,0.106155186986502,9,1,1,2016,5,1,14
47086,Microsoft's Solair acquisition could expand its IoT services,"Microsoft dove deeper into Internet of Things technology on Tuesday with the acquisition of Solair, an Italian company that operates a cloud-based IoT platform. According to a Microsoft blog post, Solair's technology will be used to upgrade the company's Azure IoT Suite, a collection of cloud services meant to help companies use the Internet of Things. Microsoft and Solair didn't disclose the ",PC World,2016-05-03 14:29:00,0.0319180144285594,-0.0869624509137781,42,1,46,2016,5,1,14
47025,Microsoft Band 2 is Again Discounted by $75,"For the third month in a row, Microsoft has discounted its Band 2 wearable by $75, bringing the price temporarily to an affordable $175. This is a",Thurrott.com (blog),2016-05-03 15:00:21,-0.20412414523193198,-0.17860862707794,2,0,0,2016,5,1,15
46999,Jenkins 2.0 arrives on Windows as Microsoft continues open source ...,"&quot;What I find most interesting about Jenkins and Windows is not really Jenkins-specific, but the recent trend by Microsoft to embrace numerous",Inquirer,2016-05-03 15:00:23,-0.085648148148148,-0.16319300152657001,1,0,8,2016,5,1,15
47000,Paragon Solutions Announces Microsoft Competency in Content ...,"As a member of the Microsoft Partner Network, Paragon has continually achieved Microsoft Partner competency certification for its SharePoint",Business Wire (press release),2016-05-03 15:28:23,0.14173667737846,-0.0573539334676404,0,0,0,2016,5,1,15
46995,Intel has driven a dagger through Microsoft's mobile strategy,Analysis Intel's retreat from mobile chips is one of the biggest disruptions to the Wintel relationship in Microsoft's 35-year business relationship,The Register,2016-05-03 15:34:21,0.166666666666667,0.0409158544192486,14,5,16,2016,5,1,15
47095,Intel may have totally sunk Microsoft's latest plan to conquer smartphones,Microsoft's phone business is struggling: Sales of its flagship Lumia brands are down 72% over ,Business Insider via Yahoo! Finance,2016-05-03 15:37:00,-0.169600131324992,-0.0809439646729556,14,0,17,2016,5,1,15
47008,Microsoft will end Surface donations to schools through Bing ...,Microsoft is ending a Bing Rewards option that allows users to donate their collected points to their local school so they can get a 64GB Surface,Windows Central,2016-05-03 15:45:23,0.166666666666667,-0.0655354751586765,5,1,0,2016,5,1,15
47002,Windows 10: Microsoft is bringing some classic apps back to the ...,"MICROSOFT has started to convert its classic Windows desktop apps """""" including WordPad, XPS Viewer """""" and roll-out the updated software in",Express.co.uk,2016-05-03 16:10:21,0.553398590529466,0.18241651761914998,2,3,14,2016,5,1,16
